,RAJ2000,DEJ2000,Name,Type,Rmag,Bmag,Comment,R,B,z,Qpct,XName,RName,Lobe1,Lobe2
170136,26.385725,-4.5129203,SDSS J014532.58-043046.5 ,QRX ,19.47,19.78,gG ,-,-, 2.307,100,CXOG J014532.5-043046 ,VL0J014532.59-043046.3,NVSS J014532.8-043054 ,XMMX J014532.6-043047
170378,26.4206747,7.5381116,SDSS J014540.95+073217.2 ,QRX ,19.73,20.05,gG ,1,-, 0.693, 99,2RXS J014541.0+073232 ,VL0J014540.95+073217.3,FIRST J014540.9+073217,
170847,26.4903461,-2.7220579,SDSS J014557.68-024319.4 ,QRX ,20.05,20.19,gmG,-,-, 1.642,100,2RXS J014557.7-024316 ,VL0J014557.69-024319.4,FIRST J014557.6-024319,NVSS J014557.5-024320
170938,26.5069603,-0.3561003,SDSS J014601.66-002121.9 ,QRX ,20.16,20.36,g+G,-,-, 0.762,100,4XMM J014601.6-002122 ,VL0J014601.66-002121.8,FIRST J014601.6-002122,2RXS J014601.5-002114
171223,26.5512501,-4.6307716,SDSS J014612.30-043750.7 ,QRX ,21.72,23.72,g  ,-,-, 3.768, 97,4XMM J014612.2-043751 ,VL0J014612.31-043750.3,FIRST J014612.2-043750,CXOG J014612.1-043751
171897,26.6528329,18.7292071,SDSS J014636.68+184345.1 ,QRX ,18.78,19.02,gG ,-,-, 0.689,100,2RXS J014635.8+184340 ,VL0J014636.67+184345.3,NVSS J014636.8+184343 ,
171976,26.6671137,31.0117355,SDSS J014640.10+310042.1 ,QRX ,20.23,20.62,jG ,-,1, 1.226, 96,2SXPS J014640.1+310041,NVSS J014639.6+310039 ,                      ,
174561,27.0614589,34.8865402,Q 0145+3438              ,QRX ,18.73,18.92,pG ,-,-, 0.857,100,2RXS J014814.5+345300 ,VL0J014814.74+345311.5,NVSS J014814.5+345314 ,
174820,27.1015715,38.9014506,TEX 0145+386             ,QRX ,17.37,17.85,pmG,-,-, 1.442,100,CXOG J014824.3+385405 ,VL0J014824.36+385405.3,NVSS J014824.3+385404 ,
175356,27.1857474,42.2554222,CGRaBS J0148+4215        ,QRX ,20.09,20.73,jG ,n,-, 3.242, 98,2SXPS J014844.4+421517,VL0J014844.55+421519.3,NVSS J014844.5+421518 ,
176391,27.3432023,5.9315219,PKS 0146+056             ,QRX ,20.96,20.89,g  ,-,-, 2.348,100,4XMM J014922.3+055553 ,FIRST J014922.3+055553,VL0J014922.40+055554.0,NVSS J014922.3+055553
176634,27.3787199,12.8581877,SDSS J014930.89+125129.4 ,QRX ,18.82,18.92,gmG,-,-, 0.854,100,4XMM J014930.8+125129 ,FIRST J014930.8+125130,XMMSL J014931.3+125133,
176877,27.4171873,0.2883474,FBQS J0149+0017          ,QRX ,18.30,18.49,gG ,-,-, 1.468,100,4XMM J014940.1+001717 ,VL0J014940.11+001718.1,FIRST J014940.1+001718,2SXPS J014939.8+001720
177883,27.5748997,-11.1455241,TEX 0147-113             ,QRX ,16.70,17.65,p+G,-,1, 1.430, 92,XMMSL J015017.7-110843,NVSS J015018.0-110843 ,                      ,
178417,27.6545098,-19.986039,MC 0148-202              ,QRX ,17.28,17.98,pG ,1,1, 0.858, 98,2RXS J015037.3-195905 ,VL0J015037.06-195909.2,NVSS J015037.0-195909 ,
178868,27.7230873,-0.3010644,SDSS J015053.54-001803.9 ,QRX ,21.11,20.86,gG ,1,1, 2.924, 99,4XMM J015053.5-001803 ,VL0J015053.54-001803.6,FIRST J015053.5-001803,NVSS J015053.3-001801
179511,27.824402,-3.2959649,SDSS J015117.85-031745.4 ,QRX ,19.66,19.93,gG ,-,-, 2.185,100,2SXPS J015117.8-031745,VL0J015117.85-031745.3,FIRST J015117.8-031745,
179624,27.8422919,-8.3249723,FBQS J0151-0819          ,QRX ,18.74,18.89,gG ,1,1, 0.822, 98,2SXPS J015122.2-081929,FIRST J015122.0-081929,                      ,
180514,27.9721089,-0.4806223,FBQS J0151-0028          ,QRX ,17.85,18.17,g+G,-,-, 1.996, 99,4XMM J015153.3-002849 ,VL0J015153.30-002850.0,FIRST J015153.3-002850,NVSS J015153.1-002851
181703,28.1544022,-1.732907,RXS J01526-0143          ,QRX ,16.52,16.64,gG ,-,-, 0.851, 99,2RXS J015237.0-014356 ,FIRST J015237.0-014358,                      ,
181760,28.1637654,-13.6176322,XWAS J015239.3-133703    ,QRX ,19.28,20.67,pG ,-,1, 3.113, 99,CXOG J015239.3-133703 ,VL0J015239.28-133703.2,2RXP J015239.4-133701 ,4XMM J015239.2-133703
182193,28.2280375,1.0365748,SDSS J015254.72+010211.6 ,QRX ,20.67,21.00,g  ,1,1, 0.932, 97,2XMM J015254.7+010213 ,FIRST J015254.7+010211,VL0J015254.74+010212.0,CXOG J015254.7+010211
182311,28.2462816,-1.4946821,UM 375                   ,QRX ,18.11,18.11,gG ,-,-, 2.021,100,4XMM J015259.1-012941 ,VL0J015259.11-012940.8,FIRST J015259.1-012940,NVSS J015259.1-012942
183091,28.3677572,26.1608924,IRAS 01506+2554          ,QRX ,16.53,18.36,pmG,-,-, 0.330, 99,4XMM J015328.2+260937 ,VL0J015328.24+260939.2,NVSS J015328.2+260939 ,
183733,28.4628404,12.6435447,SDSS J015351.08+123836.7 ,QRX ,17.87,17.79,gG ,1,-, 0.536,100,4XMM J015351.0+123836 ,FIRST J015351.1+123836,                      ,
185397,28.7265217,-0.1231239,FBQS J0154-0007          ,QRX ,19.43,19.54,gG ,-,-, 1.828,100,4XMM J015454.3-000723 ,VL0J015454.36-000723.0,FIRST J015454.3-000723,NVSS J015454.3-000723
185470,28.7355509,31.3227417,SDSS J015456.53+311921.8 ,QRX ,19.18,19.57,pG ,1,-, 1.175, 99,2SXPS J015456.7+311927,VL0J015456.51+311921.7,NVSS J015456.4+311912 ,
185700,28.7655209,4.6417661,MS 01524+0424            ,QRX ,18.75,19.95,pG ,-,-, 1.132,100,2SXPS J015503.5+043830,VL0J015503.74+043830.5,FIRST J015503.7+043830,1RXS J015504.1+043830
187547,29.0584835,-0.3514009,SDSS J015614.03-002105.0 ,QRX ,19.75,20.03,g+G,1,1, 1.503, 94,2SXPS J015614.0-002057,FIRST J015614.1-002103,NVSS J015614.1-002103 ,VL0J015614.20-002102.7
187725,29.0889776,24.3104279,RXS J01563+2418          ,QRX ,16.59,17.33,pmG,-,-, 0.155,100,2SXPS J015621.3+241837,VL0J015621.33+241837.7,2RXS J015621.5+241838 ,
188026,29.1399127,0.5127332,FBQS J0156+0030          ,QRX ,19.49,19.72,gmG,1,-, 1.019,100,2XMM J015633.5+003047 ,VL0J015633.58+003046.1,FIRST J015633.5+003045,
188759,29.2533307,8.9010549,LAMOSTJ015700.80+085403.8,QRX ,19.86,19.96,gG ,-,-, 2.163, 99,2SXPS J015700.8+085402,VL0J015700.80+085404.0,FIRST J015700.8+085403,NVSS J015700.7+085401
189894,29.4234132,-10.7280459,PKS 0155-10              ,QRX ,17.53,17.82,pG ,1,-, 0.616, 98,2RXS J015740.9-104329 ,NVSS J015741.5-104340 ,VL0J015741.55-104340.2,
190122,29.4629832,-46.2397946,PMN J0157-4614           ,QRX ,     ,21.52,j  ,x,-, 2.287, 90,2SXPS J015750.9-461421,SUMSS J015750.9-461425,                      ,
190272,29.4867949,40.4036759,UVQSJ015756.83+402413.1  ,QRX ,15.96,16.41,pG ,-,-, 0.458, 99,XMMSL J015756.7+402422,VL0J015756.80+402413.3,NVSS J015756.9+402413 ,2SXPS J015756.4+402419
191027,29.5993422,41.6276576,MASIV J0158+4137         ,QRX ,18.19,19.14,pG ,1,-, 1.664, 98,2SXPS J015823.7+413736,VL0J015823.80+413739.5,NVSS J015823.8+413739 ,
191263,29.6354994,-0.7106261,SDSS J015832.52-004238.1 ,QRX ,19.65,19.68,gG ,-,-, 2.611, 99,2SXPS J015832.5-004241,VL0J015832.52-004238.2,NVSS J015832.4-004238 ,FIRST J015832.5-004238
191357,29.6489871,10.7184711,SDSS J015835.75+104306.4 ,QRX ,17.88,18.86,pG ,-,-, 1.143, 99,2RXS J015836.2+104300 ,VL0J015835.76+104306.5,                      ,
191570,29.6818719,-0.0523591,SDSS J015843.64-000308.6 ,QRX ,21.41,21.53,gG ,-,-, 0.810, 99,2SXPS J015843.5-000310,VL0J015843.65-000308.2,FIRST J015843.6-000308,NVSS J015843.6-000309
191767,29.7140775,-0.8193957,SDSS J015851.37-004909.8 ,QRX ,20.93,21.11,g  ,-,-, 2.840,100,2SXPS J015851.4-004912,VL0J015851.38-004909.4,FIRST J015851.4-004909,NVSS J015851.3-004908
193298,29.9597652,-41.600531,PKS 0157-418             ,QRX ,18.18,18.36,jG ,-,-, 1.150, 93,2RXS J015950.7-413551 ,SUMSS J015950.2-413606,                      ,
193520,29.9941238,31.5653581,SDSS J015958.58+313355.2 ,QRX ,20.94,20.91,gG ,-,-, 1.868,100,4XMM J015958.6+313355 ,VL0J015958.56+313355.5,1RXH J015959.0+313359 ,
193675,30.0163972,1.4200054,PKS 0157+011             ,QRX ,17.97,18.34,gG ,-,-, 1.164,100,2SXPS J020004.2+012510,VL0J020003.94+012512.4,FIRST J020003.9+012512,NVSS J020003.9+012511
193800,30.0373161,0.327017,SDSS J020008.95+001937.1 ,QRX ,20.26,20.40,gG ,-,-, 2.219,100,4XMM J020009.1+001940 ,VL0J020008.95+001937.3,FIRST J020008.9+001937,NVSS J020008.9+001941
193889,30.0507332,-30.8907426,PKS 0157-31              ,QRX ,18.28,19.10,pmG,1,-, 0.677, 99,2SXPS J020012.2-305328,VL0J020012.09-305325.1,NVSS J020012.1-305326 ,XMMSL J020012.2-305325
194157,30.0901391,-0.2171699,SDSS J020021.63-001301.8 ,QRX ,19.53,20.22,gG ,-,-, 1.415, 94,1WGA J0200.3-0012     ,FIRST J020021.5-001302,                      ,
194164,30.0917482,-8.7533689,FBQS J0200-0845          ,QRX ,18.76,19.06,gmG,1,1, 1.936,100,CXOG J020022.0-084511 ,VL0J020022.01-084511.9,FIRST J020022.0-084511,NVSS J020022.2-084516
194677,30.1700691,3.3804194,PKS 0158+031             ,QRX ,19.16,19.33,g+G,-,-, 1.581,100,2SXPS J020040.7+032247,VL0J020040.80+032249.6,FIRST J020040.8+032249,NVSS J020040.8+032249
195324,30.275649,0.6816913,SDSS J020106.15+004054.0 ,QRX ,19.52,21.25,j  ,1,1, 0.517,100,CXOG J020106.1+004054 ,VL0J020106.15+004054.2,FIRST J020106.1+004054,2SXPS J020106.2+004055
195491,30.3007088,-4.1771714,SDSS J020112.17-041037.7 ,QRX ,19.79,19.82,gG ,-,-, 1.859,100,4XMM J020112.1-041038 ,FIRST J020112.1-041038,VL0J020112.24-041037.4,NVSS J020112.3-041039
195917,30.3702284,-9.5783189,SDSS J020128.85-093442.0 ,QRX ,20.76,21.44,gG ,-,-, 1.240, 98,CXO J020128.7-093444  ,VL0J020128.84-093441.6,4XMM J020128.9-093442 ,
196613,30.4851863,6.5073059,SDSS J020156.45+063026.3 ,QRX ,19.42,20.90,jmG,1,-, 0.621, 99,2RXS J020156.1+063032 ,VL0J020156.42+063026.2,FIRST J020156.4+063025,NVSS J020156.4+063025
196731,30.5069011,39.7226551,B3 0158+394              ,QRX ,17.16,18.69,pG ,1,1, 0.780, 90,2SXPS J020201.5+394319,VL0J020201.63+394321.6,NVSS J020201.5+394320 ,
197043,30.5570584,-76.334184,PKS 0202-76              ,QRX ,16.26,16.98,jG ,-,-, 0.389, 90,XMMSL J020212.4-761957,SUMSS J020214.0-762006,2RXS J020216.3-761958 ,
197175,30.5829359,-4.4999215,VIPERS 119040582         ,QRX ,21.02,21.10,g  ,-,-, 2.692, 99,4XMM J020219.7-043002 ,VL0J020219.91-042959.3,FIRST J020219.9-042959,
197356,30.6100953,8.8204684,TXS 0159+085             ,QRX ,19.17,19.90,pmG,-,-, 0.629,100,2SXPS J020226.5+084915,VL0J020226.41+084913.9,NVSS J020226.3+084913 ,2RXS J020226.7+084912
198419,30.78944,-6.6926102,SDSS J020309.46-064133.3 ,QRX ,19.13,19.44,gG ,1,1, 1.407, 98,4XMM J020309.4-064134 ,FIRST J020309.4-064133,NVSS J020309.2-064132 ,
198495,30.801803,-31.7972379,TEX 0200-320             ,QRX ,19.35,19.88,j+G,-,-, 1.442, 93,1WGA J0203.2-3147     ,NVSS J020312.6-314749 ,SUMSS J020312.6-314748,VL0J020312.52-314747.5
198754,30.8505853,-7.1613106,FBQS J02034-0709         ,QRX ,18.88,19.16,gG ,-,-, 1.118,100,4XMM J020324.1-070940 ,VL0J020324.14-070940.4,FIRST J020324.1-070940,NVSS J020324.0-070942
198768,30.8523572,24.0375709,SDSS J020324.56+240215.1 ,QRX ,19.62,19.64,gG ,-,-, 0.492, 99,2SXPS J020324.3+240216,VL0J020324.48+240215.6,                      ,
198829,30.8626879,-4.9814986,SDSS J020327.04-045853.4 ,QRX ,19.84,20.03,gG ,-,-, 0.972,100,4XMM J020327.0-045853 ,VL0J020327.07-045853.1,FIRST J020327.0-045853,NVSS J020327.0-045847
199215,30.9292519,-6.2602294,SDSS J020343.01-061536.8 ,QRX ,19.40,19.50,gG ,-,1, 2.300, 99,4XMM J020342.9-061536 ,VL0J020343.03-061536.5,FIRST J020343.0-061536,NVSS J020343.0-061537
199303,30.9444085,11.5792809,PKS 0201+113             ,QRX ,18.75,21.67,pG ,-,-, 3.610, 99,XMMSL J020346.8+113445,VL0J020346.66+113445.4,FIRST J020346.6+113445,2SXPS J020346.7+113447
199769,31.0227544,-4.1412412,SDSS J020405.46-040828.4 ,QRX ,20.83,20.77,gG ,-,-, 2.021, 99,4XMM J020405.5-040828 ,VL0J020405.42-040827.8,NVSS J020405.3-040829 ,FIRST J020405.3-040829
199819,31.0320311,-6.3997485,SDSS J020407.68-062359.0 ,QRX ,21.54,21.65,g+ ,1,1, 0.824, 99,4XMM J020407.7-062359 ,FIRST J020407.6-062358,VL0J020407.70-062358.7,NVSS J020407.6-062357
200340,31.1190234,-7.0392203,FBQS J02044-0702         ,QRX ,17.84,18.69,jG ,-,-, 1.480, 98,4XMM J020428.5-070221 ,FIRST J020428.5-070223,                      ,
200856,31.2012377,-9.7359942,FBQS J0204-0944          ,QRX ,19.01,19.28,gG ,-,-, 1.003,100,4XMM J020448.3-094409 ,VL0J020448.30-094409.3,FIRST J020448.3-094409,
201075,31.2412468,-6.8685338,SDSS J020457.89-065206.7 ,QRX ,20.75,21.04,gG ,-,-, 2.587,100,4XMM J020457.8-065206 ,VL0J020457.91-065206.3,FIRST J020457.8-065206,
201228,31.2705224,32.2083583,DW 0202+31               ,QRX ,17.10,17.34,pG ,-,-, 1.466,100,2SXPS J020504.9+321230,VL0J020504.88+321230.3,NVSS J020504.9+321229 ,XMMSL J020504.5+321230
202425,31.4730958,-0.2274277,SDSS J020553.54-001338.7 ,QRX ,22.18,22.45,g  ,-,-, 2.773, 99,2SXPS J020553.4-001339,VL0J020553.54-001338.3,FIRST J020553.5-001338,NVSS J020553.4-001340
202812,31.5461015,-6.0667759,SDSS J020611.06-060400.3 ,QRX ,20.16,20.59,gmG,-,-, 1.387, 99,4XMM J020611.0-060359 ,FIRST J020610.9-060359,NVSS J020611.1-060402 ,
203150,31.6017174,-9.2714752,SDSS J020624.40-091617.3 ,QRX ,19.44,20.00,gmG,-,-, 3.410, 99,2SXPS J020624.6-091617,VL0J020624.40-091616.9,FIRST J020624.4-091617,NVSS J020624.3-091618
203187,31.6086817,-11.8443713,CGRaBS J0206-1150        ,QRX ,19.10,21.01,jG ,-,-, 1.663, 97,2RXS J020625.5-115054 ,VL0J020626.11-115039.2,NVSS J020626.1-115039 ,
203355,31.6421134,14.7883611,LAMOSTJ020634.11+144718.0,QRX ,19.89,19.88,gG ,-,-, 0.557, 99,2SXPS J020634.0+144716,VL0J020634.12+144718.1,NVSS J020633.9+144718 ,
203597,31.6872706,-6.9694387,SDSS J020644.94-065810.0 ,QRX ,19.48,19.52,gG ,-,-, 0.540,100,4XMM J020644.9-065810 ,VL0J020644.97-065809.5,FIRST J020644.9-065810,2SXPS J020644.9-065810
203870,31.7340529,-6.2207991,SDSS J020656.17-061314.8 ,QRX ,20.36,20.48,gG ,-,-, 2.024, 99,4XMM J020656.1-061314 ,FIRST J020656.1-061314,                      ,
203965,31.7492573,2.5230778,SDSS J020659.82+023123.0 ,QRX ,21.00,20.93,g  ,1,1, 1.762, 99,2RXP J020659.9+023124 ,FIRST J020659.8+023123,VL0J020659.81+023123.2,
204053,31.7639171,-8.9118684,SDSS J020703.33-085442.6 ,QRX ,19.61,19.88,gG ,-,-, 1.070,100,2RXS J020704.3-085456 ,FIRST J020703.3-085443,VL0J020703.23-085442.4,NVSS J020703.3-085444
204499,31.8391191,-5.4903801,SDSS J020721.38-052925.3 ,QRX ,19.74,19.90,gG ,-,-, 2.828,100,4XMM J020721.4-052925 ,VL0J020721.41-052924.9,FIRST J020721.3-052925,NVSS J020721.3-052923
204818,31.8957794,31.868461,B2 0204+31               ,QRX ,18.66,18.95,gG ,-,-, 1.213, 99,2RXS J020735.6+315154 ,VL0J020734.95+315206.5,NVSS J020734.9+315206 ,
205654,32.0401255,-5.6442129,SDSS J020809.63-053839.1 ,QRX ,18.95,18.96,gG ,-,-, 0.642, 98,4XMM J020809.6-053839 ,FIRST J020809.6-053838,NVSS J020809.6-053846 ,XMMSL J020809.6-053835
206281,32.1506998,-29.8616287,2QZ J020836.2-295142     ,QRX ,19.92,20.05,jG ,-,-, 1.254,100,2SXPS J020835.8-295145,VL0J020836.17-295141.2,NVSS J020836.1-295142 ,
206653,32.219712,29.7229405,SDSS J020852.73+294322.5 ,QRX ,17.95,18.29,pG ,-,-, 0.596, 99,2SXPS J020852.8+294323,NVSS J020852.4+294321 ,                      ,
206753,32.2377257,-10.054514,1WGA J0209.0-1003        ,QRX ,19.30,19.64,gG ,-,-, 1.727,100,XMMX J020857.4-100317 ,VL0J020857.06-100316.0,FIRST J020857.0-100316,2SXPS J020857.1-100314
207540,32.3781933,-4.6405959,TEX 0206-048             ,QRX ,16.76,17.07,gG ,-,-, 1.131,100,4XMM J020930.7-043826 ,VL0J020930.79-043826.0,FIRST J020930.7-043826,2RXS J020931.5-043810
207996,32.4603471,5.1854389,SDSS J020950.48+051107.5 ,QRX ,19.55,21.12,j  ,-,-, 1.577, 99,CXOG J020950.4+051107 ,VL0J020950.47+051107.2,FIRST J020950.4+051107,NVSS J020950.5+051106
208222,32.5009293,-10.0650822,1WGA J0210.0-1004        ,QRX ,19.32,19.35,gG ,-,-, 1.977,100,4XMM J021000.2-100353 ,VL0J021000.24-100353.9,NVSS J021000.1-100354 ,2CXO J021000.2-100355
208423,32.5352189,17.3381028,LAMOSTJ021008.45+172017.1,QRX ,17.02,18.18,pmG,-,-, 0.491, 99,2RXS J021009.0+172041 ,VL0J021008.45+172017.3,NVSS J021008.4+172017 ,
208497,32.5505865,-5.0921587,SDSS J021012.14-050531.7 ,QRX ,21.89,21.97,g  ,1,1, 2.568, 97,4XMM J021012.1-050531 ,VL0J021012.15-050531.5,FIRST J021012.1-050531,NVSS J021012.1-050531
208853,32.6176615,-10.2609382,FBQS J02104-1015         ,QRX ,18.05,18.59,pG ,-,1, 1.210, 99,1RXH J021028.3-101536 ,VL0J021028.23-101539.1,FIRST J021028.2-101538,4XMM J021028.1-101541
209170,32.6749256,-5.3110482,SDSS J021041.98-051839.7 ,QRX ,20.96,21.09,g  ,-,-, 1.617, 93,4XMM J021042.0-051838 ,NVSS J021041.9-051843 ,                      ,
209200,32.6798378,-0.3051342,SDSS J021043.16-001818.4 ,QRX ,20.42,22.82,gmG,1,1, 4.650,100,CXO J021043.1-001818  ,FIRST J021043.1-001818,NVSS J021042.9-001818 ,2XMMi J021043.1-001818
209219,32.684232,-4.4453221,VIPERS 121053379         ,QRX ,20.42,21.06,gG ,-,-, 1.538,100,4XMM J021044.2-042643 ,VL0J021044.23-042642.8,FIRST J021044.2-042643,NVSS J021044.2-042642
209287,32.6957559,-5.2880286,SDSS J021046.98-051716.8 ,QRX ,20.22,20.32,gG ,-,-, 1.999,100,4XMM J021046.9-051716 ,FIRST J021047.0-051717,                      ,
210138,32.8544858,-8.2445649,SDSS J021125.07-081440.3 ,QRX ,19.06,18.82,gG ,-,-, 0.537, 98,XMMSL J021124.6-081445,VL0J021125.07-081440.0,FIRST J021125.0-081440,NVSS J021125.1-081438
210338,32.8917873,-0.4301066,SDSS J021134.02-002548.3 ,QRX ,22.24,22.19,g  ,-,-, 2.360, 99,2XMMi J021134.0-002549,VL0J021134.05-002548.1,FIRST J021134.0-002548,NVSS J021133.9-002547
210395,32.9011784,-4.2121261,SDSS J021136.28-041243.6 ,QRX ,21.64,21.74,g  ,-,-, 2.985, 99,4XMM J021136.1-041241 ,VL0J021136.30-041243.3,FIRST J021136.2-041243,
210963,33.0099696,-5.3863817,SDSS J021202.38-052311.0 ,QRX ,20.35,20.66,gG ,1,1, 1.210, 94,4XMM J021202.4-052310 ,NVSS J021202.1-052301 ,                      ,
211747,33.1656541,-4.274899,VIPERS 122087208         ,QRX ,20.40,20.41,gG ,-,-, 1.752, 98,4XMM J021239.8-041630 ,VL0J021239.61-041623.1,                      ,
212179,33.2443106,-4.4520468,SDSS J021258.63-042707.3 ,QRX ,22.14,22.02,g  ,-,-, 1.873,100,4XMM J021258.5-042706 ,FIRST J021258.6-042708,                      ,
212206,33.2482995,-0.5081877,FIRST J0212-0030         ,QRX ,17.94,17.89,g+G,-,-, 0.394, 99,2RXP J021259.7-003025 ,FIRST J021259.5-003030,                      ,
212314,33.2737913,-2.3235033,SDSS J021305.71-021924.5 ,QRX ,20.81,20.96,gG ,-,-, 1.670, 99,2SXPS J021305.5-021925,NVSS J021305.7-021922 ,                      ,
212659,33.3431564,-4.2200322,SDSS J021322.35-041312.1 ,QRX ,21.82,22.34,g  ,-,-, 3.181, 99,4XMM J021322.4-041311 ,VL0J021322.37-041311.8,FIRST J021322.3-041312,
212826,33.3745391,-5.3608896,FBQS J02134-0521         ,QRX ,18.65,18.85,gG ,-,-, 0.746,100,4XMM J021329.6-052140 ,VL0J021329.90-052138.8,FIRST J021329.8-052139,
213102,33.426379,-8.2164029,SDSS J021342.32-081259.0 ,QRX ,19.02,19.30,g+G,1,-, 1.080, 99,4XMM J021342.3-081258 ,VL0J021342.30-081258.7,NVSS J021342.1-081257 ,FIRST J021342.1-081257
213324,33.4687577,-0.6851545,2SLAQ J021352.50-004106.4,QRX ,21.77,22.01,g  ,-,-, 1.392,100,4XMM J021352.4-004107 ,VL0J021352.50-004106.2,FIRST J021352.4-004106,
213633,33.5230384,5.3247255,SDSS J021405.52+051929.0 ,QRX ,19.80,20.70,jG ,1,-, 1.115, 96,2SXPS J021405.5+051929,VL0J021405.35+051928.2,                      ,
214154,33.6220719,-5.2957974,PMN J0214-0518           ,QRX ,18.80,20.26,gmG,1,1, 3.985, 99,CXOG J021429.2-051744 ,VL0J021429.32-051744.5,FIRST J021429.2-051744,4XMM J021429.2-051744
214410,33.6700931,12.9674835,SDSS J021440.82+125802.8 ,QRX ,19.22,19.50,g+G,1,1, 0.565, 94,4XMM J021440.8+125800 ,NVSS J021440.9+125802 ,                      ,
214739,33.73844,-4.5032167,SDSS J021457.22-043011.5 ,QRX ,18.20,18.37,gG ,-,1, 2.635, 99,4XMM J021457.2-043011 ,NVSS J021457.2-043008 ,                      ,
214914,33.7730143,-6.0140812,SDSS J021505.52-060050.6 ,QRX ,21.62,21.77,g  ,-,-, 2.118, 99,4XMM J021505.5-060050 ,VL0J021505.55-060050.4,FIRST J021505.5-060050,NVSS J021505.5-060051
215058,33.7979467,-3.7188597,SDSS J021511.51-034307.8 ,QRX ,17.91,18.18,gG ,-,-, 1.175,100,XMMX J021511.4-034307 ,VL0J021511.49-034307.7,FIRST J021511.4-034309,NVSS J021511.4-034308
215343,33.852875,-4.2705695,SDSS J021524.69-041614.0 ,QRX ,21.61,21.90,g  ,-,-, 1.232, 99,4XMM J021524.6-041614 ,FIRST J021524.6-041615,VL0J021524.77-041615.8,
215359,33.8565215,-6.309961,SDSS J021525.56-061835.8 ,QRX ,21.61,22.21,g  ,-,-, 1.293, 98,4XMM J021525.5-061834 ,VL0J021525.57-061835.6,                      ,
215525,33.8861256,0.5792171,SDSS J021532.67+003445.1 ,QRX ,21.83,22.42,g  ,-,-, 1.203, 99,4XMM J021532.6+003444 ,FIRST J021532.6+003445,VL0J021532.66+003445.5,
215721,33.9250445,-2.3824355,4C -02.09                ,QRX ,20.76,21.54,g+G,1,1, 1.178, 99,2RXS J021542.9-022307 ,VL0J021542.01-022256.6,FIRST J021542.0-022257,NVSS J021542.0-022255
215965,33.9666175,-5.2042781,SDSS J021551.98-051215.4 ,QRX ,21.89,21.91,g  ,-,-, 2.183, 98,4XMM J021552.1-051214 ,FIRST J021551.9-051215,                      ,
216761,34.1169809,-3.580748,SDSS J021628.07-033450.6 ,QRX ,21.91,23.35,g  ,-,-, 1.440, 99,2XMMi J021628.0-033451,FIRST J021628.0-033450,                      ,
217063,34.1697449,-4.7347077,FBQS J02166-0444         ,QRX ,16.34,16.39,gG ,-,-, 0.874,100,4XMM J021640.7-044404 ,VL0J021640.75-044404.6,FIRST J021640.7-044405,2RXS J021640.1-044357
217147,34.185711,-73.5279193,1WGA J0216.6-7331        ,QRX ,19.51,19.96,jG ,-,-, 2.679, 98,2RXP J021644.8-733133 ,SUMSS J021644.6-733139,                      ,
217191,34.1958568,-3.7631298,SDSS J021647.00-034547.2 ,QRX ,20.50,20.90,gG ,-,-, 1.851,100,4XMM J021647.0-034547 ,FIRST J021646.3-034542,                      ,
217216,34.2007729,-32.7946819,PKS 0214-330             ,QRX ,17.70,18.46,jG ,-,-, 1.331, 98,2SXPS J021648.2-324741,SUMSS J021648.1-324740,VL0J021648.18-324739.9,NVSS J021648.1-324740
217433,34.2403657,-5.803,SDSS J021657.68-054810.7 ,QRX ,22.67,22.39,g  ,-,-, 2.153, 96,2XMMi J021657.6-054813,FIRST J021657.6-054810,                      ,
217630,34.2729955,-4.3815514,SDSS J021705.52-042253.5 ,QRX ,19.35,19.42,gG ,-,-, 0.788,100,4XMM J021705.5-042254 ,VL0J021705.53-042253.2,FIRST J021705.5-042254,NVSS J021705.4-042253
218158,34.3693192,-0.8742214,TEX 0214-011             ,QRX ,19.90,20.12,gG ,-,-, 2.457,100,4XMM J021728.6-005227 ,VL0J021728.62-005226.7,NVSS J021728.5-005227 ,FIRST J021728.6-005226
218242,34.3839793,1.1297354,SDSS J021732.15+010747.0 ,QRX ,21.35,21.69,g+ ,-,-, 1.070,100,2SXPS J021732.1+010745,VL0J021732.15+010747.3,FIRST J021732.1+010747,NVSS J021732.1+010747
218328,34.3982344,-4.1350917,SDSS J021735.57-040806.3 ,QRX ,21.31,21.30,g  ,-,-, 1.694,100,4XMM J021735.6-040806 ,VL0J021735.62-040805.9,FIRST J021735.5-040806,
218504,34.4305198,33.5848998,B2 0214+33               ,QRX ,19.49,20.10,pG ,1,-, 1.624, 95,2SXPS J021743.4+333508,VL0J021743.27+333504.3,NVSS J021743.2+333504 ,
218536,34.4380299,-73.7898039,1WGA J0217.7-7347        ,QRX ,20.03,20.68,jG ,-,-, 1.234, 99,2XMM J021745.1-734723 ,SUMSS J021745.4-734721,2SXPS J021744.7-734728,2RXP J021745.9-734725
218633,34.4539754,1.7471346,PKS 0215+015             ,QRX ,18.23,19.06,p+G,-,-, 1.715,100,2SXPS J021749.0+014448,VL0J021748.94+014450.0,FIRST J021748.9+014449,NVSS J021748.9+014448
218746,34.4731805,-19.9720929,RXS J02178-1958          ,QRX ,16.54,16.24,pG ,-,-, 0.468, 99,2SXPS J021753.3-195818,VL0J021753.56-195819.1,2RXS J021753.6-195814 ,
