,RAJ2000,DEJ2000,Name,Type,Rmag,Bmag,Comment,R,B,z,Qpct,XName,RName,Lobe1,Lobe2
114326,18.0534444,-1.9994676,SDSS J011212.83-015958.0 ,QRX ,18.92,19.43,gG ,-,-, 1.130, 98,2RXP J011213.0-015949 ,FIRST J011212.8-015958,NVSS J011212.8-015958 ,
114332,18.0539354,35.3720365,B2 0109+35               ,QRX ,18.01,18.98,pG ,-,-, 0.450, 99,XMMSL J011212.1+352212,VL0J011212.92+352219.5,NVSS J011212.9+352220 ,2RXS J011213.5+352215
114483,18.0788034,-66.5792206,PKS 0110-668             ,QRX ,17.77,17.88,jG ,-,-, 1.189, 99,XMMSL J011218.6-663442,SUMSS J011219.0-663445,                      ,
114564,18.0932637,-28.2744713,6QZ J011222.3-281628     ,QRX ,17.90,18.10,pmG,1,-, 0.652,100,2SXPS J011222.4-281627,VL0J011222.37-281627.5,NVSS J011222.5-281631 ,
114686,18.108932,-20.7927359,6dF J011226.1-204734     ,QRX ,17.68,18.06,pG ,-,-, 0.633,100,2RXS J011226.2-204718 ,VL0J011226.14-204733.4,NVSS J011226.1-204734 ,
114916,18.139195,-1.2128472,SDSS J011233.40-011246.2 ,QRX ,20.35,21.30,j  ,-,1, 0.516,100,2CXO J011233.3-011246 ,VL0J011233.40-011245.9,FIRST J011233.4-011246,NVSS J011233.4-011246
115086,18.1630591,-3.478561,SDSS J011239.13-032842.7 ,QRX ,18.53,18.75,gG ,1,-, 0.772, 99,2RXS J011239.5-032839 ,VL0J011239.14-032842.5,FIRST J011239.1-032842,NVSS J011239.1-032843
115366,18.2097197,32.1381764,NRAO 62                  ,QRX ,17.91,17.93,pG ,-,-, 0.603,100,2SXPS J011250.3+320816,VL0J011250.32+320817.4,NVSS J011250.3+320817 ,XMMSL J011250.3+320810
115772,18.2713967,15.3091181,SDSS J011305.13+151832.8 ,QRX ,21.17,21.40,g  ,-,-, 2.672, 99,4XMM J011305.0+151831 ,NVSS J011305.1+151832 ,VL0J011305.12+151831.7,
116085,18.3165413,0.2351012,SDSS J011315.96+001406.3 ,QRX ,22.53,22.65,g  ,-,-, 2.145, 99,4XMM J011315.9+001405 ,VL0J011315.97+001406.5,FIRST J011315.9+001406,2SXPS J011316.1+001404
116727,18.4274825,-25.3997909,PKS 0111-256             ,QRX ,18.87,19.66,jmG,-,-, 1.050, 99,2RXS J011343.9-252409 ,VL0J011342.58-252358.6,NVSS J011342.6-252358 ,
117037,18.4771247,39.1290243,2E 0111+3851             ,QRX ,17.04,17.31,pmG,-,-, 0.234,100,2SXPS J011354.4+390744,VL0J011354.52+390743.9,2RXS J011353.9+390744 ,
117038,18.4771252,13.41458,TEX 0111+131             ,QRX ,18.81,18.57,gG ,-,-, 0.685,100,XMMSL J011354.3+132452,VL0J011354.51+132452.6,NVSS J011354.5+132452 ,2SXPS J011354.5+132452
118041,18.6323692,0.4402534,SDSS J011431.76+002624.9 ,QRX ,19.95,19.98,gmG,-,-, 1.854,100,CXOG J011431.7+002624 ,FIRST J011431.9+002621,                      ,
119005,18.785191,-30.7839113,6QZ J011508.4-304702     ,QRX ,18.39,19.16,p+G,-,-, 0.578, 99,XMMSL J011508.7-304701,VL0J011508.44-304701.8,SUMSS J011507.9-304700,2RXS J011508.6-304703
119082,18.796114,13.4128947,GB6 J0115+1324           ,QRX ,17.24,17.81,pG ,-,-, 2.688,100,2SXPS J011511.0+132444,VL0J011511.07+132446.5,NVSS J011511.2+132447 ,2RXS J011512.0+132449
119253,18.8212494,-1.4512721,PKS 0112-017             ,QRX ,17.84,18.06,gG ,-,-, 1.371,100,2RXS J011517.4-012653 ,VL0J011517.09-012704.2,FIRST J011517.1-012704,2RXP J011518.1-012706
119847,18.9156561,-0.366495,SDSS J011539.75-002159.3 ,QRX ,20.03,20.29,gG ,-,-, 0.986,100,4XMM J011539.7-002159 ,VL0J011539.76-002159.1,FIRST J011539.7-002159,
120674,19.0521738,-11.6042869,PKS 0113-11              ,QRX ,18.47,18.98,pG ,1,-, 0.672, 99,2SXPS J011612.4-113614,VL0J011612.52-113614.6,NVSS J011612.4-113615 ,2RXS J011612.1-113618
121757,19.21715,-0.104242,SDSS J011652.12-000615.2 ,QRX ,19.16,19.31,gG ,-,-, 1.576,100,4XMM J011652.0-000615 ,VL0J011652.12-000614.9,FIRST J011652.2-000611,NVSS J011652.2-000613
122389,19.3164087,31.0981361,LAMOSTJ011715.93+310553.3,QRX ,19.31,19.46,gG ,-,-, 1.692, 99,2SXPS J011715.9+310552,NVSS J011716.3+310551 ,                      ,
122654,19.3549445,14.3034445,CGRaBS J0117+1418        ,QRX ,19.14,20.04,p+ ,-,-, 0.839,100,2SXPS J011725.0+141810,VL0J011725.20+141812.5,NVSS J011725.2+141811 ,
122950,19.3960984,31.691376,SDSS J011735.06+314128.9 ,QRX ,19.18,19.89,pG ,-,-, 1.869,100,2RXS J011735.8+314138 ,VL0J011735.04+314128.9,NVSS J011735.0+314128 ,
123207,19.438217,-0.253463,SDSS J011745.17-001512.4 ,QRX ,20.57,20.76,g  ,1,1, 1.712, 93,4XMM J011745.2-001512 ,VL0J011745.36-001514.3,FIRST J011745.3-001513,NVSS J011745.2-001517
124091,19.5770072,2.9682757,3C 37                    ,QRX ,17.52,17.50,gG ,-,-, 0.667,100,XMMSL J011818.6+025757,VL0J011818.51+025806.1,FIRST J011818.3+025805,2RXS J011819.0+025757
125235,19.7385913,-21.6917069,PKS 0116-219             ,QRX ,17.55,17.96,gG ,-,-, 1.165, 99,2SXPS J011857.2-214129,VL0J011857.25-214129.8,NVSS J011857.2-214129 ,2RXS J011855.9-214128
126132,19.8709765,0.3315784,SDSS J011929.04+001953.6 ,QRX ,19.96,20.70,gG ,-,1, 1.366, 96,4XMM J011929.0+001952 ,FIRST J011929.0+001954,                      ,
126408,19.9125005,11.195217,SDSS J011939.00+111142.6 ,QRX ,18.13,21.55,jG ,-,1, 0.884,100,2SXPS J011939.1+111142,VL0J011938.99+111142.8,FIRST J011938.9+111142,4XMM J011939.2+111144
126997,19.9983585,3.4668419,LAMOSTJ011959.60+032800.6,QRX ,20.10,21.25,j  ,-,-, 0.605, 98,CXOG J011959.5+032800 ,FIRST J011959.6+032800,VL0J011959.59+032801.1,4XMM J011959.5+032801
127207,20.0291557,28.9740575,SDSS J012007.00+285826.6 ,QRX ,17.87,17.96,pG ,-,-, 0.685, 95,2RXS J012006.7+285830 ,NVSS J012007.0+285825 ,                      ,
128046,20.1541115,-0.4714502,SDSS J012036.98-002817.2 ,QRX ,19.43,19.48,gG ,-,-, 1.799,100,4XMM J012037.0-002816 ,VL0J012036.99-002817.0,FIRST J012036.9-002817,NVSS J012036.9-002819
128159,20.1742216,-0.8722465,SDSS J012041.80-005220.0 ,QRX ,20.43,21.93,jG ,1,-, 1.208,100,CXOG J012041.7-005220 ,VL0J012041.83-005219.8,FIRST J012041.8-005219,
128579,20.2388326,29.5568021,LAMOSTJ012057.32+293324.5,QRX ,19.49,19.67,gG ,-,-, 1.580, 99,2SXPS J012057.1+293320,NVSS J012057.3+293322 ,                      ,
128616,20.2438368,11.9340156,SDSS J012058.52+115602.4 ,QRX ,19.68,20.82,pG ,-,-, 2.278, 99,2SXPS J012058.6+115604,FIRST J012058.5+115602,NVSS J012058.5+115601 ,
128677,20.2530289,-0.2552927,SDSS J012100.73-001519.1 ,QRX ,20.40,20.53,gmG,-,-, 0.865,100,4XMM J012100.7-001518 ,VL0J012100.77-001518.9,FIRST J012100.7-001519,2RXS J012100.3-001514
129284,20.3470894,-30.1325868,PKS 0119-303             ,QRX ,19.37,20.09,jG ,-,-, 1.347, 97,2SXPS J012123.5-300758,NVSS J012123.3-300757 ,VL0J012123.29-300755.4,SUMSS J012123.1-300758
129351,20.3589442,3.7852097,PSS J0121+0347           ,QRX ,18.66,20.22,gG ,1,-, 4.130, 99,CXOG J012126.1+034706 ,FIRST J012126.1+034706,NVSS J012126.2+034706 ,4XMM J012126.1+034706
129774,20.4185699,-63.1507542,PKS 0119-63              ,QRX ,17.30,17.92,jG ,-,-, 0.837, 94,XMMSL J012140.2-630907,SUMSS J012140.1-630900,2RXS J012139.5-630901 ,
129810,20.4233021,11.8306673,PKS 0119+11              ,QRX ,19.23,19.71,gmG,-,-, 0.571,100,CXOG J012141.5+114950 ,FIRST J012141.5+114950,NVSS J012141.6+114949 ,2SXPS J012141.5+114950
130386,20.5079445,3.1673334,3EG J0122+0310           ,QRX ,19.78,21.14,p  ,1,1, 4.000, 99,2SXPS J012201.9+031000,VL0J012201.91+031002.6,FIRST J012201.8+031002,NVSS J012201.9+031002
130473,20.5199668,0.6937225,SDSS J012204.79+004137.4 ,QRX ,21.34,22.04,gG ,-,-, 1.262, 98,2SXPS J012204.8+004138,VL0J012204.80+004137.9,FIRST J012204.7+004138,
130537,20.5288301,-29.3369201,2QZ J012206.9-292012     ,QRX ,18.71,19.43,j+G,-,-, 0.640, 99,2SXPS J012207.0-292016,VL0J012206.88-292012.5,NVSS J012206.7-292013 ,
130735,20.5579722,-0.3002823,SDSS J012213.91-001801.0 ,QRX ,20.18,21.05,g  ,1,-, 1.258, 99,4XMM J012213.9-001802 ,FIRST J012213.9-001801,VL0J012213.84-001801.3,NVSS J012213.7-001802
131372,20.6464248,-0.7804035,SDSS J012235.14-004649.4 ,QRX ,19.87,20.05,gG ,-,1, 0.909, 78,2RXS J012235.5-004641 ,NVSS J012234.9-004652 ,                      ,
131450,20.6564209,-26.7794024,RXS J01226-2646          ,QRX ,19.65,20.13,p+G,-,-, 0.417, 99,2SXPS J012237.5-264644,NVSS J012237.4-264645 ,XMMSL J012237.4-264651,2RXS J012237.4-264641
131531,20.6671964,-0.5443717,FBQS J0122-0032          ,QRX ,17.94,18.14,gG ,-,-, 0.885,100,4XMM J012240.1-003239 ,VL0J012240.14-003239.4,FIRST J012240.1-003239,
131746,20.700284,-9.5963827,FBQS J0122-0935          ,QRX ,18.95,18.89,gG ,-,-, 0.785,100,2SXPS J012248.0-093548,VL0J012248.08-093546.7,FIRST J012248.0-093546,2RXS J012248.4-093525
131950,20.7309213,1.0542789,SDSS J012255.42+010315.3 ,QRX ,20.81,22.48,gG ,-,-, 3.501, 81,4XMM J012255.4+010314 ,FIRST J012255.4+010316,                      ,
132078,20.7528847,33.4852823,SDSS J012300.68+332906.9 ,QRX ,19.36,19.35,pG ,-,1, 0.920,100,CXOG J012300.6+332907 ,VL0J012300.66+332906.9,NVSS J012300.6+332907 ,2SXPS J012300.5+332903
132178,20.7677706,-0.274456,SDSS J012304.26-001627.9 ,QRX ,20.68,20.72,gG ,-,-, 2.118,100,4XMM J012304.2-001627 ,VL0J012304.27-001627.8,FIRST J012304.2-001627,NVSS J012303.9-001629
132911,20.8703059,38.1102095,87GB 01206+3750          ,QRX ,17.30,17.73,pG ,-,-, 1.656,100,2SXPS J012329.0+380635,VL0J012328.84+380636.8,NVSS J012328.8+380638 ,
133250,20.9198121,33.8996426,SDSS J012340.75+335358.7 ,QRX ,19.76,19.95,gG ,-,-, 2.077, 99,4XMM J012340.8+335359 ,VL0J012340.73+335358.7,NVSS J012340.7+335359 ,
133823,21.0073447,0.5835787,SDSS J012401.76+003500.9 ,QRX ,20.54,20.39,gG ,-,-, 1.859,100,CXO J012401.8+003503  ,FIRST J012401.7+003500,VL0J012401.76+003500.2,NVSS J012401.7+003459
134128,21.0510246,33.5358882,SDSS J012412.24+333209.1 ,QRX ,20.64,21.15,g  ,-,-, 1.158, 99,4XMM J012412.1+333209 ,VL0J012412.22+333209.1,                      ,
135089,21.188274,10.1200829,SDSS J012445.18+100712.3 ,QRX ,20.15,20.58,pG ,1,-, 0.550, 99,2SXPS J012445.2+100710,FIRST J012445.2+100711,                      ,
135655,21.2729686,1.7741446,1WGA J0125.0+0146        ,QRX ,19.06,19.06,gG ,-,-, 1.570,100,XMMX J012505.4+014626 ,VL0J012505.52+014627.4,FIRST J012505.5+014626,1RXH J012505.5+014628
135980,21.321461,-0.3080312,UM 320                   ,QRX ,18.39,18.34,gG ,-,-, 2.274, 99,4XMM J012517.2-001829 ,FIRST J012517.1-001829,VL0J012517.20-001829.9,2RXP J012517.5-001832
136247,21.3616295,8.9418167,1WGA J0125.4+0856        ,QRX ,17.55,17.63,gG ,-,-, 0.895,100,2RXP J012527.5+085643 ,VL0J012526.81+085630.8,FIRST J012526.8+085630,NVSS J012526.7+085630
136307,21.370182,-0.0988697,UM 321                   ,QRX ,16.50,16.69,gG ,-,-, 1.076,100,4XMM J012528.8-000556 ,VL0J012528.85-000555.8,FIRST J012528.8-000555,2SXPS J012528.8-000554
137137,21.4830847,35.1769021,RXS J01259+3510          ,QRX ,15.77,17.46,pG ,-,-, 0.312, 98,2SXPS J012555.8+351035,VL0J012555.92+351036.8,NVSS J012555.9+351036 ,2RXS J012556.5+351041
137330,21.511597,-5.9800366,SDSS J012602.78-055848.0 ,QRX ,19.88,20.00,g+G,-,-, 0.675, 96,2SXPS J012602.8-055846,NVSS J012602.4-055850 ,                      ,
137558,21.5445095,34.7772497,SDSS J012610.68+344638.0 ,QRX ,19.94,20.85,p  ,-,-, 1.057, 99,4XMM J012610.6+344638 ,VL0J012610.65+344637.5,NVSS J012610.8+344638 ,2RXP J012610.8+344630
137679,21.5625081,-22.376001,PKS 0123-226             ,QRX ,18.68,18.92,pG ,-,1, 0.717, 99,2RXS J012614.6-222237 ,VL0J012614.99-222233.4,NVSS J012614.9-222232 ,
137874,21.5932831,-1.632324,SDSS J012622.38-013756.2 ,QRX ,22.09,20.79,g+G,1,-, 0.871, 99,2RXP J012622.1-013748 ,FIRST J012622.3-013755,VL0J012622.40-013755.6,NVSS J012622.5-013756
139305,21.8100018,-41.2118483,PKS 0125-41              ,QRX ,17.30,17.89,jmG,-,-, 1.099, 96,2RXS J012714.9-411245 ,SUMSS J012714.5-411245,                      ,
139809,21.8907276,10.4029226,SDSS J012733.77+102410.5 ,QRX ,19.46,19.83,pG ,1,-, 0.398, 98,2SXPS J012733.8+102412,NVSS J012733.4+102409 ,                      ,
139832,21.8940449,-0.0899265,SDSS J012734.56-000523.7 ,QRX ,20.73,20.89,gmG,-,-, 1.599, 99,4XMM J012734.6-000522 ,VL0J012734.58-000523.5,FIRST J012734.5-000523,NVSS J012734.5-000524
140217,21.9489928,26.6110225,LAMOSTJ012747.75+263639.7,QRX ,17.06,17.00,gmG,-,-, 0.417,100,XMMSL J012747.4+263639,VL0J012747.73+263639.7,NVSS J012747.8+263640 ,2RXS J012746.7+263633
140232,21.9513202,-0.2258472,UM 327                   ,QRX ,17.83,18.05,gmG,-,-, 2.067,100,4XMM J012748.4-001333 ,FIRST J012748.2-001332,                      ,
140384,21.9737588,0.4212368,SDSS J012753.69+002516.4 ,QRX ,20.53,20.36,gG ,-,-, 2.449,100,4XMM J012753.6+002516 ,NVSS J012753.7+002516 ,FIRST J012753.7+002516,
142561,22.295742,-21.6991286,IRAS 01267-2157          ,QRX ,15.67,15.63,gG ,-,-, 0.093, 99,1RXH J012911.1-214154 ,NVSS J012910.7-214157 ,2RXS J012910.8-214202 ,XMMSL J012910.7-214203
142599,22.3019988,-8.4904544,FBQS J0129-0829          ,QRX ,17.74,17.95,gG ,-,-, 0.833,100,2RXS J012912.7-082932 ,VL0J012912.50-082925.1,FIRST J012912.4-082925,
143050,22.368398,0.2442403,SDSS J012928.41+001439.2 ,QRX ,19.87,20.34,gmG,-,-, 1.181,100,4XMM J012928.3+001439 ,VL0J012928.42+001439.4,FIRST J012928.4+001439,
143937,22.4990415,23.6389011,3C 43.0                  ,QRX ,20.13,20.52,gG ,1,-, 1.465,100,CXOG J012959.7+233820 ,VL0J012959.76+233820.0,NVSS J012959.7+233819 ,
145540,22.7519133,0.2899623,SDSS J013100.46+001723.8 ,QRX ,20.49,22.21,gG ,1,-, 1.215, 98,4XMM J013100.3+001722 ,FIRST J013100.4+001724,VL0J013100.48+001724.8,NVSS J013100.4+001724
145967,22.8119153,18.8892598,LAMOSTJ013114.85+185321.3,QRX ,17.46,17.96,pG ,-,-, 1.288, 91,2RXS J013115.8+185301 ,NVSS J013114.7+185317 ,VL0J013114.95+185318.9,
145970,22.8120447,1.7839868,SDSS J013114.89+014702.3 ,QRX ,19.50,19.48,gmG,-,-, 0.562,100,2RXS J013115.6+014710 ,VL0J013114.88+014702.8,                      ,
146330,22.8639464,-3.3500192,SDSS J013127.34-032100.1 ,QRX ,20.24,24.71,gG ,-,n, 5.196, 98,2SXPS J013127.4-032059,VL0J013127.35-032100.0,NVSS J013127.3-032059 ,FIRST J013127.3-032100
146812,22.9316674,-10.0724805,SDSS J013143.60-100420.9 ,QRX ,19.19,19.51,g+G,1,-, 1.254,100,2SXPS J013143.6-100420,FIRST J013143.5-100421,NVSS J013143.5-100422 ,
147967,23.09984,0.5947824,SDSS J013223.95+003541.2 ,QRX ,21.82,22.47,gG ,1,1, 1.515,100,2CXO J013224.0+003540 ,VL0J013223.97+003541.5,FIRST J013223.9+003541,NVSS J013223.9+003540
148198,23.1318909,74.0739897,SAO J0132+7404           ,QRX ,19.73,20.52,jmG,-,-, 1.694, 72,2RXS J013229.5+740425 ,VL0J013231.43+740426.9,NVSS J013231.3+740427 ,
148566,23.1812003,-16.9134782,PKS 0130-17              ,QRX ,18.66,19.40,pG ,-,-, 1.020, 99,2SXPS J013243.5-165447,VL0J013243.47-165447.9,NVSS J013243.4-165447 ,
150609,23.4812827,-23.5376349,KUV 01316-2348           ,QRX ,16.12,17.21,pG ,-,-, 0.206, 99,2RXS J013355.9-233221 ,VL0J013355.50-233215.1,NVSS J013355.4-233215 ,
150614,23.4820725,-0.3744071,SDSS J013355.69-002227.8 ,QRX ,22.52,23.51,g  ,-,-, 1.661, 98,4XMM J013355.6-002226 ,VL0J013355.70-002227.6,FIRST J013355.6-002227,NVSS J013355.6-002228
150984,23.5346996,0.3364738,SDSS J013408.32+002011.3 ,QRX ,21.46,22.22,g  ,-,-, 1.022, 99,CXOG J013408.3+002011 ,VL0J013408.32+002011.7,4XMM J013408.2+002011 ,
151243,23.570446,-42.9739503,HE 0132-4313             ,QRX ,15.68,16.35,jmG,-,-, 0.237, 99,4XMM J013416.8-425825 ,SUMSS J013416.7-425827,2SXPS J013416.8-425825,2RXP J013416.6-425825
151489,23.6023261,0.6253114,SDSS J013424.56+003731.0 ,QRX ,20.90,24.64,gG ,1,1, 1.640,100,2SXPS J013424.6+003731,FIRST J013424.5+003730,                      ,
151580,23.6174782,26.6452811,RX J0134.4+2638          ,QRX ,16.97,17.33,gG ,-,-, 1.376,100,XMMSL J013427.8+263842,VL0J013428.14+263843.0,NVSS J013427.9+263842 ,2SXPS J013428.1+263839
151688,23.6334586,-38.7259411,2MASSi J0134319-384332   ,QRX ,17.37,17.57,jG ,-,-, 2.140,100,2SXPS J013431.9-384330,VL0J013432.01-384332.8,SUMSS J013431.9-384335,2RXS J013430.3-384324
151820,23.648609,-9.517484,PKS 0132-097             ,QRX ,21.33,23.54,g  ,-,-, 2.220, 99,CXOG J013435.6-093102 ,VL0J013435.67-093102.7,NVSS J013435.6-093103 ,FIRST J013435.6-093102
152301,23.7172716,-7.3819958,NGC 615 UB1              ,QRX ,20.03,20.18,gG ,-,-, 2.020, 99,1WGA J0134.8-0722     ,VL0J013452.15-072254.6,FIRST J013452.1-072255,
152371,23.7297113,-40.6532737,Q 0132-4054              ,QRX ,18.47,19.91,jG ,-,-, 2.020, 74,2RXP J013454.9-403904 ,SUMSS J013455.0-403914,                      ,
152446,23.7393236,0.6619834,SDSS J013457.43+003943.1 ,QRX ,21.91,22.47,g  ,-,-, 1.399, 99,2SXPS J013457.4+003941,FIRST J013457.4+003942,                      ,
152452,23.7404716,-0.2418456,SDSS J013457.71-001430.6 ,QRX ,19.45,19.79,gG ,-,-, 1.027, 98,4XMM J013457.8-001431 ,VL0J013457.77-001430.9,FIRST J013457.7-001431,NVSS J013457.8-001431
152749,23.7833741,31.0916114,SDSS J013508.00+310529.8 ,QRX ,20.33,20.34,gG ,-,1, 1.750,100,4XMM J013507.9+310529 ,VL0J013507.98+310529.9,NVSS J013507.8+310529 ,
152933,23.8100129,-0.1176911,SDSS J013514.39-000703.8 ,QRX ,20.33,20.60,gG ,-,-, 0.671, 99,4XMM J013514.4-000704 ,VL0J013514.39-000703.7,FIRST J013514.3-000703,
154283,24.0119057,-40.7473054,1WGA J0136.0-4044        ,QRX ,20.07,21.26,jG ,-,-, 0.649, 82,2RXP J013602.7-404450 ,SUMSS J013602.8-404453,                      ,
154919,24.1009661,15.704013,SDSS J013624.23+154214.4 ,QRX ,21.17,21.46,gG ,-,-, 1.592,100,2SXPS J013624.0+154213,VL0J013624.23+154214.5,4XMM J013624.2+154214 ,CXOG J013624.2+154214
155163,24.1340955,20.4714969,SDSS J013632.19+202817.5 ,QRX ,20.45,21.03,p+G,1,1, 0.558, 88,1WGA J0136.5+2028     ,NVSS J013632.1+202818 ,                      ,
155371,24.1686297,22.3273215,SDSS J013640.47+221938.3 ,QRX ,17.71,20.81,p+G,1,-, 3.703,100,2RXS J013639.7+221954 ,VL0J013640.46+221938.4,NVSS J013640.4+221937 ,
155758,24.2269072,-35.1645362,RXS J01369-3510          ,QRX ,17.34,17.79,jG ,-,-, 0.289,100,2SXPS J013654.4-350951,VL0J013654.46-350951.6,4XMM J013654.4-350952 ,2RXS J013653.5-351011
156109,24.2819619,-24.7466103,RX J01371-2444           ,QRX ,20.00,20.65,pG ,-,1, 1.050, 99,2RXP J013707.2-244455 ,VL0J013707.66-244447.3,NVSS J013707.6-244447 ,
157698,24.515864,-5.6177825,6dF J013803.8-053704     ,QRX ,18.15,18.18,gG ,-,-, 0.758, 99,2SXPS J013803.7-053703,VL0J013803.81-053703.7,2RXS J013803.8-053702 ,
158187,24.5877983,-0.1907473,SDSS J013821.07-001126.6 ,QRX ,22.58,23.68,g  ,-,-, 1.279, 95,4XMM J013821.0-001127 ,VL0J013821.05-001126.7,FIRST J013821.0-001126,NVSS J013821.1-001124
158602,24.6471799,29.367941,LAMOSTJ013835.33+292204.6,QRX ,20.02,20.12,gG ,-,-, 1.726,100,2SXPS J013835.0+292200,VL0J013835.31+292204.5,NVSS J013835.2+292204 ,
158958,24.6979832,-10.5242749,SDSS J013847.51-103127.3 ,QRX ,19.16,19.43,gmG,-,-, 1.105,100,CXOG J013847.5-103127 ,VL0J013847.53-103127.3,FIRST J013847.5-103128,NVSS J013847.5-103128
159013,24.7081089,0.4984428,SDSS J013849.95+002954.5 ,QRX ,20.51,20.70,gG ,-,-, 1.440, 99,4XMM J013849.9+002953 ,VL0J013849.95+002954.7,FIRST J013849.9+002954,
159218,24.7394405,-22.9131471,PKS 0136-231             ,QRX ,17.67,17.80,pG ,1,1, 1.895, 95,2SXPS J013857.3-225446,VL0J013857.42-225448.7,NVSS J013857.4-225450 ,2RXS J013858.0-225435
160452,24.9249099,17.8854288,PKS 0136+176             ,QRX ,18.72,18.95,gG ,1,-, 2.720, 99,2SXPS J013941.8+175307,VL0J013941.98+175307.1,NVSS J013941.9+175307 ,2RXS J013942.5+175303
160810,24.9823744,6.322922,PHL 1092                 ,QRX ,16.79,16.81,gG ,-,-, 0.396,100,2XMM J013955.7+061922 ,VL0J013955.77+061922.7,FIRST J013955.7+061922,1RXH J013956.1+061924
160912,24.9967221,1.1269389,FBQS J0139+0107          ,QRX ,19.09,19.37,gG ,-,-, 0.963,100,2RXP J013959.6+010735 ,VL0J013959.20+010737.2,NVSS J013959.1+010737 ,XMMSL J013959.4+010748
161049,25.0184804,-15.5488001,RXS J01400-1533          ,QRX ,16.78,17.45,pG ,-,-, 0.819,100,XMMSL J014004.2-153257,VL0J014004.43-153255.3,NVSS J014004.3-153255 ,
161403,25.0649914,-1.0161253,SDSS J014015.59-010058.0 ,QRX ,21.17,21.41,g  ,1,1, 1.770, 97,4XMM J014015.6-010059 ,VL0J014015.60-010057.9,FIRST J014015.6-010058,
161617,25.0976546,-8.0274429,SDSS J014023.43-080138.7 ,QRX ,21.04,21.35,g  ,-,-, 2.689,100,CXOG J014023.4-080139 ,VL0J014023.44-080138.4,                      ,
161997,25.1542526,-67.6623442,XWAS J014037.0-673944    ,QRX ,20.17,20.50,jG ,-,-, 1.340, 99,4XMM J014036.9-673944 ,SUMSS J014037.4-673943,2RXP J014037.5-673946 ,
162445,25.2193671,0.4750133,SDSS J014052.65+002830.1 ,QRX ,20.41,20.53,gG ,-,-, 1.208, 99,4XMM J014052.6+002829 ,FIRST J014052.5+002831,                      ,
162722,25.2634946,-0.1949165,SDSS J014103.23-001141.7 ,QRX ,20.38,20.67,gG ,-,-, 1.810,100,4XMM J014103.2-001141 ,VL0J014103.23-001141.8,FIRST J014103.2-001141,
162755,25.268011,15.9037699,UVQSJ014104.32+155413.5  ,QRX ,17.16,17.47,pG ,-,-, 0.566,100,2SXPS J014104.4+155410,VL0J014104.32+155413.6,NVSS J014104.5+155420 ,2RXS J014103.9+155408
163144,25.3252684,16.0048303,SDSS J014118.06+160017.3 ,QRX ,19.72,20.04,pG ,-,-, 0.636,100,2RXS J014117.5+160011 ,VL0J014118.04+160017.2,NVSS J014117.9+160016 ,
163272,25.3460135,-0.406129,FBQS J0141-0024          ,QRX ,18.39,18.52,gmG,-,-, 2.608,100,4XMM J014123.0-002422 ,VL0J014123.04-002421.9,FIRST J014123.0-002422,NVSS J014122.9-002422
163336,25.3543297,-0.5516284,SDSS J014125.03-003305.8 ,QRX ,22.03,22.03,g  ,-,-, 1.794, 99,4XMM J014125.1-003305 ,FIRST J014125.0-003305,                      ,
163394,25.3609079,21.4069989,LIRAS J014126.62+212425.3,QRX ,19.37,19.65,gG ,1,1, 1.300, 99,CXOX J014126.6+212424 ,VL0J014126.58+212425.2,NVSS J014126.7+212418 ,
163419,25.3653733,29.7104791,SDSS J014127.69+294237.8 ,QRX ,18.91,19.06,p+G,-,-, 0.588, 98,2RXS J014128.0+294241 ,NVSS J014127.6+294238 ,                      ,
165364,25.659271,0.4848755,SDSS J014238.22+002905.5 ,QRX ,22.55,22.81,g  ,-,1, 0.970, 98,4XMM J014238.2+002904 ,VL0J014238.21+002905.9,FIRST J014238.2+002905,NVSS J014237.9+002905
165806,25.7269403,1.3282388,SDSS J014254.46+011941.6 ,QRX ,20.74,21.00,g  ,-,-, 1.042, 99,2SXPS J014254.5+011942,VL0J014254.46+011942.0,FIRST J014254.4+011942,
165818,25.7285298,8.3698519,PHL 1119                 ,QRX ,17.14,17.43,gmG,-,-, 0.119,100,XMMSL J014255.2+082214,VL0J014254.85+082211.6,                      ,
165822,25.7286708,-30.3955881,Q 0140-306               ,QRX ,18.36,20.16,pG ,1,-, 3.122, 99,2RXP J014254.8-302351 ,VL0J014254.86-302343.6,NVSS J014255.0-302338 ,
166513,25.827662,2.4726335,1WGA J0143.3+0228        ,QRX ,19.96,20.99,pG ,-,-, 0.830,100,4XMM J014318.6+022821 ,VL0J014318.64+022821.7,FIRST J014318.6+022822,1RXH J014318.4+022822
166846,25.87955,12.261924,TEX 0140+120             ,QRX ,18.51,19.07,gG ,-,-, 1.178, 99,2RXS J014331.5+121541 ,VL0J014331.14+121542.9,FIRST J014331.1+121542,NVSS J014331.3+121541
169336,26.2641452,-27.5595359,PKS 0142-278             ,QRX ,17.62,18.91,pG ,1,-, 1.148, 99,2SXPS J014503.4-273333,VL0J014503.39-273333.6,NVSS J014503.3-273335 ,XMMSL J014503.2-273330
170113,26.3815275,0.4165091,SDSS J014531.56+002459.4 ,QRX ,20.21,20.69,gG ,-,-, 1.086, 99,4XMM J014531.5+002459 ,FIRST J014531.5+002459,VL0J014531.58+002459.8,
