id,RA,DEC,Source name,Redshift,Radio flux d.,Fermi flux,Log nu_peak,Original catalog
2838,167.24333333333334,-1.8255277777777779,5BZGJ1108-0149 ,0.106,82.0,0.0,16.7,5BZCAT
2839,167.317375,24.188919444444444,5BZBJ1109+2411 ,0.0,34.0,3.7e-12,15.7,5BZCAT
2840,167.41041666666666,37.60325,5BZBJ1109+3736 ,0.398,5.0,2.3e-12,15.0,5BZCAT
2842,167.65654166666667,71.56571944444444,5BZBJ1110+7133 ,0.0,54.0,3.23e-12,15.2,5BZCAT
2844,167.69308333333333,44.05716944444445,5BZQJ1110+4403 ,1.693,293.0,0.0,0.0,5BZCAT
2845,167.61570833333332,-18.59793888888889,5BZBJ1110-1835 ,0.0,47.0,6.28e-12,0.0,5BZCAT
2846,167.73675,35.652,5BZBJ1110+3539 ,0.0,5.0,1.37e-12,0.0,5BZCAT
2847,167.7744583333333,52.46363888888889,5BZQJ1111+5227 ,1.28,115.0,0.0,0.0,5BZCAT
2849,167.73825,17.08213888888889,5BZBJ1110+1704 ,0.0,35.0,0.0,0.0,5BZCAT
2850,167.82725,15.50918888888889,5BZQJ1111+1530 ,0.525,36.0,0.0,0.0,5BZCAT
2851,167.87870833333332,34.86760833333334,5BZBJ1111+3452 ,0.212,7.0,0.0,17.1,5BZCAT
2853,168.03308333333334,26.134358333333335,5BZBJ1112+2608 ,0.45,9.0,0.0,16.1,5BZCAT
2854,168.10245833333332,17.856058333333333,5BZBJ1112+1751 ,0.421,14.0,1.79e-12,16.9,5BZCAT
2855,168.1615,34.77752777777778,5BZQJ1112+3446 ,1.956,166.0,1.18e-11,0.0,5BZCAT
2856,168.16375,-27.205419444444445,5BZBJ1112-2712 ,0.0,140.0,0.0,0.0,5BZCAT
2857,168.15329166666666,-37.76255833333333,5BZQJ1112-3745 ,0.979,85.0,0.0,0.0,5BZCAT
2858,168.256125,-35.83007777777778,5BZQJ1113-3549 ,1.695,319.0,0.0,0.0,5BZCAT
2861,168.4945,14.707497222222223,5BZQJ1113+1442 ,0.869,642.0,0.0,0.0,5BZCAT
2862,168.63558333333333,-8.277497222222221,5BZQJ1114-0816 ,2.078,370.0,5.99e-12,0.0,5BZCAT
2863,168.66520833333334,-2.792108333333333,5BZQJ1114-0247 ,1.04,187.0,4.08e-12,0.0,5BZCAT
2866,169.04149999999998,8.489419444444444,5BZUJ1116+0829 ,0.486,245.0,0.0,0.0,5BZCAT
2870,169.27599999999998,20.235358333333334,5BZBJ1117+2014 ,0.138,103.0,1.65e-11,15.9,5BZCAT
2871,169.32295833333333,0.10930833333333334,5BZBJ1117+0006 ,0.451,14.0,0.0,17.3,5BZCAT
2874,169.41829166666665,25.812919444444443,5BZBJ1117+2548 ,0.36,12.0,3.11e-12,0.0,5BZCAT
2875,169.4884583333333,53.931919444444446,5BZBJ1117+5355 ,0.0,12.0,9.02e-12,15.6,5BZCAT
2878,169.57141666666666,-12.548419444444445,5BZQJ1118-1232 ,1.739,776.0,4.68e-12,0.0,5BZCAT
2879,169.585875,-30.91625,5BZQJ1118-3054 ,2.353,234.0,0.0,0.0,5BZCAT
2880,169.61229166666666,-46.57082777777778,5BZQJ1118-4634 ,0.713,2570.0,4.4e-12,0.0,5BZCAT
2881,169.80974999999998,60.08255833333333,5BZQJ1119+6004 ,2.646,218.0,0.0,0.0,5BZCAT
2882,169.73875,12.57825,5BZQJ1118+1234 ,2.129,1112.0,5.68e-12,0.0,5BZCAT
2883,169.78725,9.006358333333333,5BZGJ1119+0900 ,0.33,22.0,0.0,0.0,5BZCAT
2885,169.928375,4.174419444444444,5BZQJ1119+0410 ,0.736,303.0,0.0,0.0,5BZCAT
2886,169.91495833333332,-30.78913888888889,5BZBJ1119-3047 ,0.412,9.0,1.29e-12,17.8,5BZCAT
2887,169.96845833333333,16.94913888888889,5BZQJ1119+1656 ,0.949,82.0,0.0,0.0,5BZCAT
2888,170.09704166666666,54.07463888888889,5BZQJ1120+5404 ,0.924,269.0,0.0,0.0,5BZCAT
2889,170.06741666666667,-27.318419444444444,5BZQJ1120-2719 ,1.881,474.0,0.0,0.0,5BZCAT
2890,170.16016666666664,7.079747222222222,5BZQJ1120+0704 ,1.336,242.0,0.0,0.0,5BZCAT
2891,170.20024999999998,42.20341944444444,5BZBJ1120+4212 ,0.0,24.0,1.69e-11,16.2,5BZCAT
2893,170.23149999999998,-14.34163888888889,5BZQJ1120-1420 ,1.114,350.0,0.0,0.0,5BZCAT
2894,170.24895833333332,1.7491083333333333,5BZBJ1120+0144 ,0.368,24.0,0.0,16.1,5BZCAT
2896,170.33666666666667,-17.378,5BZQJ1121-1722 ,0.986,44.0,0.0,0.0,5BZCAT
2897,170.354625,-5.8989972222222224,5BZQJ1121-0553 ,1.297,588.0,2.21e-11,0.0,5BZCAT
2898,170.4255,-7.185108333333333,5BZBJ1121-0711 ,0.0,214.0,0.0,0.0,5BZCAT
2899,170.42962500000002,-4.7100277777777775,5BZQJ1121-0442 ,1.73,149.0,0.0,0.0,5BZCAT
2900,170.48625,43.249138888888886,5BZGJ1121+4314 ,0.185,48.0,0.0,0.0,5BZCAT
2901,170.54920833333333,43.28043888888889,5BZBJ1122+4316 ,0.0,3.0,0.0,16.3,5BZCAT
2902,170.523875,-25.54268888888889,5BZQJ1122-2532 ,2.36,246.0,0.0,0.0,5BZCAT
2903,170.62374999999997,18.09063888888889,5BZQJ1122+1805 ,1.04,693.0,0.0,0.0,5BZCAT
2905,170.95483333333334,72.49988888888889,5BZBJ1123+7229 ,0.0,12.0,1.07e-12,17.2,5BZCAT
2910,171.01125,23.61274722222222,5BZQJ1124+2336 ,1.549,525.0,5.78e-12,0.0,5BZCAT
2911,171.05479166666666,51.563747222222226,5BZGJ1124+5133 ,0.235,54.0,0.0,0.0,5BZCAT
2912,171.02224999999999,20.764919444444445,5BZBJ1124+2045 ,0.0,9.0,1.87e-12,15.3,5BZCAT
2913,171.01070833333333,-15.033027777777777,5BZQJ1124-1501 ,2.561,262.0,0.0,0.0,5BZCAT
2918,171.22425,49.56938888888889,5BZBJ1124+4934 ,0.0,20.0,5.03e-12,16.9,5BZCAT
2919,171.26516666666666,21.716669444444445,5BZBJ1125+2143 ,0.0,8.0,1.91e-12,16.0,5BZCAT
2922,171.38108333333332,-35.950919444444445,5BZBJ1125-3557 ,0.284,207.0,6.62e-12,0.0,5BZCAT
2923,171.42624999999998,0.01705833333333333,5BZQJ1125+0001 ,1.696,32.0,0.0,0.0,5BZCAT
2924,171.47375,26.17218888888889,5BZQJ1125+2610 ,2.341,921.0,0.0,0.0,5BZCAT
2925,171.466625,-7.7058583333333335,5BZBJ1125-0742 ,0.279,37.0,2.6e-12,15.7,5BZCAT
2929,171.74016666666665,45.26841944444445,5BZQJ1126+4516 ,1.811,404.0,0.0,0.0,5BZCAT
2931,171.76820833333332,-18.954808333333332,5BZQJ1127-1857 ,1.048,536.0,8.17e-11,0.0,5BZCAT
2933,171.91720833333332,56.83741944444444,5BZQJ1127+5650 ,2.89,475.0,3.13e-12,0.0,5BZCAT
2934,171.90220833333333,5.925558333333333,5BZBJ1127+0555 ,0.0,162.0,0.0,0.0,5BZCAT
2935,171.99525,36.34118888888889,5BZQJ1127+3620 ,0.884,168.0,1.39e-11,0.0,5BZCAT
2937,172.0555,59.42077777777778,5BZQJ1128+5925 ,1.795,301.0,4.68e-12,0.0,5BZCAT
2938,172.26345833333332,37.94907777777778,5BZBJ1129+3756 ,0.0,27.0,6.15e-12,0.0,5BZCAT
2940,172.30954166666666,37.05493888888889,5BZBJ1129+3703 ,0.0,61.0,3.9e-12,0.0,5BZCAT
2945,172.38208333333333,-44.59716944444445,5BZUJ1129-4435 ,0.317,34.0,0.0,0.0,5BZCAT
2946,172.4705,-2.668688888888889,5BZQJ1129-0240 ,2.093,37.0,0.0,0.0,5BZCAT
2947,172.52929166666667,-14.824277777777779,5BZQJ1130-1449 ,1.184,5622.0,1.17e-11,0.0,5BZCAT
2950,172.722,38.25513888888889,5BZQJ1130+3815 ,1.733,702.0,1.09e-11,0.0,5BZCAT
2952,172.78945833333333,31.23485833333333,5BZQJ1131+3114 ,0.289,370.0,0.0,0.0,5BZCAT
2953,172.82766666666666,58.14966944444444,5BZBJ1131+5808 ,0.36,43.0,3.95e-12,0.0,5BZCAT
2956,172.81441666666666,2.5806694444444442,5BZBJ1131+0234 ,0.0,12.0,0.0,0.0,5BZCAT
2957,172.87716666666665,-5.0054388888888885,5BZUJ1131-0500 ,0.266,561.0,2.81e-12,0.0,5BZCAT
2958,172.90304166666667,-16.475919444444443,5BZQJ1131-1628 ,0.786,57.0,0.0,0.0,5BZCAT
2960,173.13616666666667,9.241138888888889,5BZQJ1132+0914 ,1.575,43.0,0.0,0.0,5BZCAT
2961,173.14320833333332,2.6278083333333333,5BZBJ1132+0237 ,0.0,63.0,0.0,0.0,5BZCAT
2962,173.19,0.5743888888888888,5BZBJ1132+0034 ,1.223,469.0,2.53e-11,0.0,5BZCAT
2963,173.23320833333332,5.261,5BZGJ1132+0515 ,0.101,60.0,0.0,0.0,5BZCAT
2966,173.2625833333333,0.26360833333333333,5BZQJ1133+0015 ,1.173,233.0,0.0,0.0,5BZCAT
2967,173.314,-25.019308333333335,5BZBJ1133-2501 ,0.0,81.0,0.0,0.0,5BZCAT
2968,173.33354166666666,0.6813083333333333,5BZQJ1133+0040 ,1.633,365.0,0.0,0.0,5BZCAT
2969,173.39995833333333,-9.089808333333334,5BZQJ1133-0905 ,0.992,192.0,0.0,0.0,5BZCAT
2971,173.68620833333333,-17.483808333333332,5BZBJ1134-1729 ,0.571,5.0,1.07e-12,17.6,5BZCAT
2973,173.76483333333334,32.004308333333334,5BZBJ1135+3200 ,0.511,21.0,0.0,0.0,5BZCAT
2974,173.84875,66.1613888888889,5BZBJ1135+6609 ,0.0,63.0,0.0,0.0,5BZCAT
2976,173.99258333333333,-4.474419444444444,5BZQJ1135-0428 ,0.273,200.0,4.62e-12,0.0,5BZCAT
2977,174.11,70.15757777777777,5BZBJ1136+7009 ,0.045,327.0,1.38e-11,16.8,5BZCAT
2979,174.125375,67.61788888888888,5BZBJ1136+6737 ,0.136,45.0,6.52e-12,18.1,5BZCAT
2980,174.07304166666665,16.031169444444444,5BZBJ1136+1601 ,0.574,17.0,0.0,0.0,5BZCAT
2982,174.11391666666665,34.12763888888889,5BZQJ1136+3407 ,1.332,136.0,4.35e-12,0.0,5BZCAT
2983,174.10241666666667,-3.5081694444444445,5BZQJ1136-0330 ,1.643,163.0,0.0,0.0,5BZCAT
2986,174.20870833333333,25.847858333333335,5BZGJ1136+2550 ,0.156,16.0,2.76e-12,15.2,5BZCAT
2988,174.48170833333333,-17.178358333333332,5BZBJ1137-1710 ,0.6,5.0,2.92e-12,17.7,5BZCAT
2989,174.55058333333332,41.23130833333333,5BZBJ1138+4113 ,0.574,24.0,1.67e-12,0.0,5BZCAT
2990,174.58804166666664,47.75427777777778,5BZQJ1138+4745 ,0.77,305.0,0.0,0.0,5BZCAT
2995,174.87324999999998,-15.881027777777778,5BZQJ1139-1552 ,2.625,273.0,0.0,0.0,5BZCAT
2996,175.09775,15.469358333333334,5BZBJ1140+1528 ,0.244,70.0,2.07e-12,16.2,5BZCAT
2997,175.19958333333332,46.368027777777776,5BZQJ1140+4622 ,0.115,98.0,0.0,0.0,5BZCAT
3001,175.53220833333333,15.798388888888889,5BZBJ1142+1547 ,0.0,334.0,8.09e-12,0.0,5BZCAT
3004,175.77058333333332,73.06918888888889,5BZGJ1143+7304 ,0.123,48.0,0.0,0.0,5BZCAT
3005,175.80045833333332,61.36966944444445,5BZBJ1143+6122 ,0.0,83.0,4.42e-12,0.0,5BZCAT
3006,175.775125,18.728558333333332,5BZQJ1143+1843 ,0.374,57.0,0.0,0.0,5BZCAT
3007,175.92325,66.55866944444445,5BZQJ1143+6633 ,2.328,132.0,0.0,0.0,5BZCAT
3009,175.98999999999998,51.04355833333333,5BZBJ1143+5102 ,0.0,37.0,0.0,0.0,5BZCAT
3012,176.33875,4.924058333333333,5BZQJ1145+0455 ,1.342,666.0,2.34e-12,0.0,5BZCAT
3013,176.34179166666667,-22.842027777777776,5BZQJ1145-2250 ,1.141,653.0,0.0,0.0,5BZCAT
3015,176.39624999999998,-3.6671388888888887,5BZGJ1145-0340 ,0.167,18.0,0.0,16.9,5BZCAT
3017,176.47341666666665,-69.90049722222223,5BZQJ1145-6954 ,0.244,439.0,4.87e-12,0.0,5BZCAT
3018,176.53370833333332,-24.79243888888889,5BZQJ1146-2447 ,1.94,1434.0,0.0,0.0,5BZCAT
3019,176.61204166666667,58.80952777777778,5BZQJ1146+5848 ,1.982,372.0,0.0,0.0,5BZCAT
3020,176.60904166666666,-28.98843888888889,5BZQJ1146-2859 ,0.45,288.0,2.29e-12,0.0,5BZCAT
3022,176.68408333333332,53.945277777777775,5BZQJ1146+5356 ,2.201,367.0,0.0,0.0,5BZCAT
3024,176.742875,39.97618888888889,5BZQJ1146+3958 ,1.089,331.0,4.96e-11,0.0,5BZCAT
3025,176.75570833333333,-38.20302777777778,5BZBJ1147-3812 ,1.048,1804.0,2.52e-11,0.0,5BZCAT
3028,176.84220833333333,35.018747222222224,5BZGJ1147+3501 ,0.063,637.0,0.0,0.0,5BZCAT
3030,176.8890833333333,-67.89491944444444,5BZQJ1147-6753 ,0.21,780.0,3.92e-12,0.0,5BZCAT
3032,176.96475,-7.411419444444444,5BZQJ1147-0724 ,1.342,740.0,9.94e-12,0.0,5BZCAT
3033,176.97975,22.094919444444443,5BZGJ1147+2205 ,0.276,4.0,0.0,17.0,5BZCAT
3034,177.01325,56.90324722222222,5BZQJ1148+5654 ,0.451,66.0,0.0,0.0,5BZCAT
3035,176.99895833333332,26.595077777777778,5BZQJ1147+2635 ,0.867,342.0,0.0,0.0,5BZCAT
3037,177.15729166666665,18.669169444444446,5BZBJ1148+1840 ,0.0,460.0,2.45e-12,0.0,5BZCAT
3038,177.20979166666666,59.415638888888886,5BZGJ1148+5924 ,0.011,481.0,2.41e-12,0.0,5BZCAT
3039,177.23566666666667,52.90702777777778,5BZQJ1148+5254 ,1.632,93.0,0.0,0.0,5BZCAT
3040,177.23275,-4.069308333333334,5BZQJ1148-0404 ,0.34,175.0,0.0,0.0,5BZCAT
3041,177.35891666666666,62.72566944444444,5BZBJ1149+6243 ,0.0,19.0,0.0,0.0,5BZCAT
3043,177.37645833333332,24.657419444444443,5BZBJ1149+2439 ,0.402,28.0,1.84e-12,17.1,5BZCAT
3044,177.48191666666665,10.585558333333333,5BZBJ1149+1035 ,0.0,11.0,0.0,0.0,5BZCAT
3045,177.50025,55.47260833333333,5BZGJ1150+5528 ,0.139,153.0,0.0,0.0,5BZCAT
3046,177.56916666666666,43.53493888888889,5BZQJ1150+4332 ,3.037,188.0,0.0,0.0,5BZCAT
3048,177.57999999999998,24.298277777777777,5BZBJ1150+2417 ,0.0,798.0,1.66e-11,0.0,5BZCAT
3049,177.60324999999997,1.938938888888889,5BZQJ1150+0156 ,0.706,153.0,0.0,0.0,5BZCAT
3050,177.64487499999998,41.911138888888885,5BZBJ1150+4154 ,0.0,24.0,2.03e-11,15.6,5BZCAT
3051,177.63129166666667,-19.51375,5BZQJ1150-1930 ,2.489,384.0,0.0,0.0,5BZCAT
3053,177.68275,-0.3983888888888889,5BZQJ1150-0023 ,1.976,2774.0,0.0,0.0,5BZCAT
3054,177.76325,-17.399919444444443,5BZQJ1151-1723 ,1.751,768.0,0.0,0.0,5BZCAT
3056,177.85275000000001,58.988188888888885,5BZBJ1151+5859 ,0.0,185.0,7.96e-12,15.0,5BZCAT
3057,177.87474999999998,-13.797419444444444,5BZBJ1151-1347 ,0.0,35.0,5.26e-12,0.0,5BZCAT
3060,178.04454166666665,28.622527777777776,5BZBJ1152+2837 ,0.441,23.0,1.51e-12,0.0,5BZCAT
3061,178.07170833333333,-8.68425,5BZQJ1152-0841 ,2.37,698.0,1.01e-11,0.0,5BZCAT
3062,178.09241666666665,15.530027777777779,5BZBJ1152+1531 ,0.0,34.0,0.0,0.0,5BZCAT
3063,178.1145,32.16641944444444,5BZQJ1152+3209 ,0.374,40.0,0.0,0.0,5BZCAT
3064,178.13695833333333,49.66077777777778,5BZQJ1152+4939 ,1.093,110.0,0.0,0.0,5BZCAT
3066,178.21624999999997,33.12188888888889,5BZQJ1152+3307 ,1.4,207.0,2.86e-12,0.0,5BZCAT
3067,178.2312083333333,-5.3301388888888885,5BZQJ1152-0519 ,1.983,188.0,0.0,0.0,5BZCAT
3069,178.30204166666667,80.97477777777777,5BZQJ1153+8058 ,1.25,1343.0,3.56e-12,0.0,5BZCAT
3070,178.30225,9.233938888888888,5BZQJ1153+0914 ,0.696,809.0,0.0,0.0,5BZCAT
3071,178.34983333333332,58.527388888888886,5BZUJ1153+5831 ,0.202,52.0,0.0,0.0,5BZCAT
3072,178.35195833333333,49.519108333333335,5BZQJ1153+4931 ,0.334,1572.0,1.82e-11,0.0,5BZCAT
3074,178.36124999999998,36.290638888888886,5BZQJ1153+3617 ,1.358,61.0,0.0,0.0,5BZCAT
3077,178.42875,38.38493888888889,5BZBJ1153+3823 ,0.41,149.0,1.24e-12,0.0,5BZCAT
3078,178.4777083333333,40.61460833333334,5BZQJ1153+4036 ,0.916,1136.0,3.25e-12,0.0,5BZCAT
3079,178.50570833333333,59.58168888888889,5BZQJ1154+5934 ,0.871,104.0,0.0,0.0,5BZCAT
3080,178.51895833333333,60.37243888888889,5BZQJ1154+6022 ,1.12,97.0,6.12e-12,0.0,5BZCAT
3081,178.51895833333333,-0.16941944444444443,5BZBJ1154-0010 ,0.254,9.0,5.04e-12,16.6,5BZCAT
3082,178.52575,-32.712,5BZBJ1154-3242 ,0.0,212.0,1.05e-11,0.0,5BZCAT
3083,178.53866666666667,2.6375277777777777,5BZGJ1154+0238 ,0.211,115.0,0.0,0.0,5BZCAT
3084,178.54333333333332,12.419358333333333,5BZGJ1154+1225 ,0.081,52.0,0.0,0.0,5BZCAT
3085,178.76316666666665,-31.132938888888887,5BZQJ1155-3107 ,4.3,82.0,0.0,0.0,5BZCAT
3087,178.826125,9.444777777777778,5BZBJ1155+0926 ,0.0,19.0,0.0,15.3,5BZCAT
3091,178.92720833333334,2.2364194444444445,5BZQJ1155+0214 ,0.873,110.0,0.0,0.0,5BZCAT
3093,178.94225,-81.02168888888889,5BZUJ1155-8101 ,1.395,557.0,0.0,0.0,5BZCAT
3095,179.1939583333333,42.63538888888889,5BZGJ1156+4238 ,0.172,14.0,0.0,16.2,5BZCAT
3097,179.28970833333332,28.366858333333333,5BZGJ1157+2822 ,0.3,31.0,0.0,16.6,5BZCAT
3099,179.60741666666667,24.838308333333334,5BZGJ1158+2450 ,0.202,1021.0,0.0,0.0,5BZCAT
3100,179.6115,48.421169444444445,5BZQJ1158+4825 ,2.028,275.0,3.38e-12,0.0,5BZCAT
3102,179.7265,9.619919444444445,5BZBJ1158+0937 ,0.0,34.0,7.11e-12,0.0,5BZCAT
3104,179.79695833333332,-22.476919444444444,5BZUJ1159-2228 ,0.565,1178.0,8.53e-12,0.0,5BZCAT
3106,179.80291666666665,-9.681108333333333,5BZUJ1159-0940 ,0.0,1029.0,0.0,0.0,5BZCAT
3107,179.83925,-21.71243888888889,5BZQJ1159-2142 ,0.617,321.0,1.75e-11,0.0,5BZCAT
3108,179.88258333333332,29.245497222222223,5BZQJ1159+2914 ,0.729,2031.0,7.89e-11,0.0,5BZCAT
3110,179.96625,-21.814919444444445,5BZQJ1159-2148 ,0.927,386.0,0.0,0.0,5BZCAT
3113,180.19495833333332,47.97452777777778,5BZGJ1200+4758 ,0.27,44.0,0.0,0.0,5BZCAT
3116,180.27575,-0.11710833333333334,5BZGJ1201-0007 ,0.165,71.0,0.0,16.5,5BZCAT
3118,180.36416666666665,9.011188888888888,5BZQJ1201+0900 ,1.016,17.0,0.0,0.0,5BZCAT
3120,180.43191666666667,-0.18718888888888888,5BZGJ1201-0011 ,0.164,29.0,0.0,0.0,5BZCAT
3123,180.53604166666668,44.739558333333335,5BZBJ1202+4444 ,0.297,106.0,1.63e-12,0.0,5BZCAT
3124,180.64254166666666,-5.467358333333333,5BZQJ1202-0528 ,0.381,530.0,0.0,0.0,5BZCAT
3125,180.641625,27.940558333333332,5BZQJ1202+2756 ,0.672,126.0,0.0,0.0,5BZCAT
3126,180.73775,38.863169444444445,5BZBJ1202+3851 ,0.0,24.0,3.21e-12,0.0,5BZCAT
3127,180.76454166666664,60.52193888888889,5BZBJ1203+6031 ,0.065,191.0,7.74e-12,0.0,5BZCAT
3130,180.87429166666666,48.053777777777775,5BZQJ1203+4803 ,0.817,64.0,0.0,0.0,5BZCAT
3131,180.88195833333336,54.50243888888889,5BZBJ1203+5430 ,0.478,72.0,0.0,0.0,5BZCAT
3132,180.8975,45.18043888888889,5BZQJ1203+4510 ,1.075,39.0,0.0,0.0,5BZCAT
3133,180.98049999999998,58.32930833333333,5BZBJ1203+5819 ,0.0,47.0,0.0,0.0,5BZCAT
3134,181.05045833333332,11.76538888888889,5BZBJ1204+1145 ,0.296,15.0,3.48e-12,16.6,5BZCAT
3135,181.06941666666665,-7.169138888888889,5BZGJ1204-0710 ,0.184,169.0,9.5e-12,15.0,5BZCAT
3140,181.24541666666664,-50.93238888888889,5BZQJ1204-5055 ,1.083,50.0,0.0,0.0,5BZCAT
3141,181.38833333333332,-26.567919444444446,5BZQJ1205-2634 ,0.789,1654.0,9.43e-12,0.0,5BZCAT
3144,181.452,0.8955277777777777,5BZQJ1205+0053 ,0.932,118.0,0.0,0.0,5BZCAT
3145,181.58183333333335,28.381808333333332,5BZQJ1206+2822 ,1.507,38.0,0.0,0.0,5BZCAT
3146,181.74175,5.497808333333333,5BZBJ1206+0529 ,0.0,468.0,0.0,0.0,5BZCAT
3147,181.79149999999998,17.263669444444446,5BZBJ1207+1715 ,0.0,14.0,0.0,0.0,5BZCAT
3148,181.79791666666668,-17.768308333333334,5BZBJ1207-1746 ,0.0,4.0,0.0,17.3,5BZCAT
3149,181.8025,12.196058333333333,5BZQJ1207+1211 ,0.892,188.0,0.0,0.0,5BZCAT
3151,181.86620833333333,27.916308333333333,5BZQJ1207+2754 ,2.18,590.0,0.0,0.0,5BZCAT
3155,181.9236666666667,-1.1101694444444445,5BZQJ1207-0106 ,1.006,133.0,4.31e-12,0.0,5BZCAT
3157,182.018,30.263997222222223,5BZBJ1208+3015 ,0.0,36.0,1.39e-12,15.0,5BZCAT
3159,182.07500000000002,-29.633308333333332,5BZBJ1208-2937 ,0.249,6.0,0.0,16.4,5BZCAT
3160,182.15525,11.993808333333334,5BZBJ1208+1159 ,0.369,72.0,1.52e-12,0.0,5BZCAT
3161,182.1545416666667,61.35180833333333,5BZUJ1208+6121 ,0.275,182.0,1.46e-12,15.6,5BZCAT
3164,182.226,54.69943888888889,5BZQJ1208+5441 ,1.343,302.0,1.8e-11,0.0,5BZCAT
3166,182.2602083333333,-24.105777777777778,5BZQJ1209-2406 ,1.299,561.0,0.0,0.0,5BZCAT
3168,182.31083333333333,-20.544169444444446,5BZBJ1209-2032 ,0.404,354.0,0.0,0.0,5BZCAT
3169,182.34495833333335,41.32816944444444,5BZBJ1209+4119 ,0.0,274.0,6.68e-12,0.0,5BZCAT
3170,182.39679166666664,-40.27030833333333,5BZQJ1209-4016 ,0.966,541.0,0.0,0.0,5BZCAT
3171,182.40966666666665,2.1714194444444446,5BZBJ1209+0210 ,0.0,5.0,0.0,16.2,5BZCAT
3173,182.437875,25.784358333333333,5BZQJ1209+2547 ,1.435,401.0,0.0,0.0,5BZCAT
3174,182.46566666666666,18.16852777777778,5BZQJ1209+1810 ,0.846,73.0,6.22e-12,0.0,5BZCAT
3175,182.57375000000002,2.3954194444444443,5BZGJ1210+0223 ,0.383,79.0,0.0,16.0,5BZCAT
3176,182.611125,39.48580833333333,5BZBJ1210+3929 ,0.617,19.0,0.0,17.7,5BZCAT
3181,182.89266666666668,39.01493888888889,5BZBJ1211+3900 ,0.602,11.0,1.45e-12,17.5,5BZCAT
3182,182.9944583333333,22.708997222222223,5BZBJ1211+2242 ,0.453,20.0,1.99e-12,17.6,5BZCAT
3186,183.25354166666665,51.49330833333333,5BZBJ1213+5129 ,0.0,36.0,3.62e-12,16.0,5BZCAT
3187,183.34579166666668,-26.301919444444444,5BZBJ1213-2618 ,0.278,7.0,3.44e-12,17.7,5BZCAT
3188,183.34550000000002,-10.057027777777778,5BZBJ1213-1003 ,0.0,338.0,0.0,0.0,5BZCAT
3189,183.38395833333334,13.122388888888889,5BZQJ1213+1307 ,1.139,1344.0,5.89e-12,0.0,5BZCAT
3191,183.448,0.025,5BZQJ1213+0001 ,0.961,110.0,0.0,0.0,5BZCAT
3192,183.45329166666664,64.42225,5BZBJ1213+6425 ,0.0,10.0,3.14e-12,0.0,5BZCAT
3194,183.74954166666666,8.489558333333333,5BZQJ1214+0829 ,2.359,231.0,0.0,0.0,5BZCAT
3195,183.7665,16.910527777777776,5BZQJ1215+1654 ,1.132,298.0,9.02e-12,0.0,5BZCAT
3196,183.75324999999998,50.03766944444445,5BZBJ1215+5002 ,0.0,86.0,4.53e-12,0.0,5BZCAT
3197,183.79570833333335,7.534638888888889,5BZGJ1215+0732 ,0.136,137.0,2.26e-12,16.3,5BZCAT
3198,183.7867916666667,35.137027777777774,5BZBJ1215+3508 ,0.882,83.0,2.25e-12,0.0,5BZCAT
3199,183.79145833333334,46.454169444444446,5BZQJ1215+4627 ,0.72,272.0,0.0,0.0,5BZCAT
3201,183.95374999999999,64.37455833333334,5BZQJ1215+6422 ,3.233,65.0,0.0,0.0,5BZCAT
3202,183.98166666666665,34.80418888888889,5BZQJ1215+3448 ,0.857,1507.0,0.0,0.0,5BZCAT
3204,184.01358333333334,-2.7182472222222223,5BZBJ1216-0243 ,0.359,11.0,1.96e-12,15.9,5BZCAT
3205,184.025875,9.485919444444445,5BZGJ1216+0929 ,0.094,144.0,3.42e-12,15.9,5BZCAT
3207,184.1016666666667,-10.554308333333333,5BZQJ1216-1033 ,0.636,306.0,0.0,0.0,5BZCAT
3208,184.20825000000002,5.693527777777778,5BZBJ1216+0541 ,0.0,56.0,0.0,0.0,5BZCAT
3209,184.28437499999998,29.42593888888889,5BZQJ1217+2925 ,0.974,67.0,0.0,0.0,5BZCAT
3210,184.29587500000002,58.590608333333336,5BZQJ1217+5835 ,2.55,455.0,0.0,0.0,5BZCAT
3211,184.38549999999998,33.094,5BZQJ1217+3305 ,2.606,194.0,0.0,0.0,5BZCAT
3212,184.40270833333332,51.91949722222222,5BZQJ1217+5155 ,2.224,85.0,0.0,0.0,5BZCAT
3213,184.467,30.116808333333335,5BZBJ1217+3007 ,0.13,573.0,8.85e-11,0.0,5BZCAT
3214,184.49470833333334,-0.49616944444444444,5BZBJ1217-0029 ,0.419,453.0,6.08e-12,0.0,5BZCAT
3216,184.64550000000003,-1.33175,5BZBJ1218-0119 ,0.0,245.0,1.2e-11,0.0,5BZCAT
3219,184.77670833333335,48.49891944444445,5BZQJ1219+4829 ,1.076,619.0,1.45e-12,0.0,5BZCAT
3222,184.9404583333333,-3.24,5BZBJ1219-0314 ,0.299,29.0,5.83e-12,16.0,5BZCAT
3223,184.93741666666665,4.772888888888889,5BZBJ1219+0446 ,0.0,8.0,2.68e-12,15.0,5BZCAT
3224,184.89904166666668,66.00880833333333,5BZQJ1219+6600 ,1.266,76.0,0.0,0.0,5BZCAT
3227,185.0495,2.061688888888889,5BZQJ1220+0203 ,0.24,674.0,0.0,0.0,5BZCAT
3228,185.0345,34.52268888888889,5BZBJ1220+3431 ,0.0,251.0,5.61e-12,0.0,5BZCAT
